step,tokens_per_second,model
6797,1266609.7527067089,LN
6798,1266271.3313513142,LN
6799,1266884.123414755,LN
6800,1263865.3038170168,LN
6801,1264401.6094656049,LN
6803,1261262.198411251,LN
6805,1258486.8304105347,LN
6806,1260661.3360300537,LN
6807,1265492.3372354666,LN
6808,1261478.5333227017,LN
6810,1269441.6222080083,LN
6812,1271832.168252536,LN
6813,1263880.5582580129,LN
6815,1266116.0389998767,LN
6820,1265059.8958692406,LN
6823,1262666.4405597015,LN
6824,1265351.069668952,LN
6825,1276703.373998141,LN
6828,1274547.0916997665,LN
6829,1269213.0244189615,LN
6831,1275655.4012337583,LN
6834,1267972.56016002,LN
6836,1273220.9866472434,LN
6837,1272570.3830182226,LN
6844,1269219.6174327403,LN
6852,1263426.714586363,LN
6853,1271909.4088211393,LN
6854,1268546.0190931752,LN
6855,1263475.351029845,LN
6857,1266528.7776899773,LN
6861,1261821.637775522,LN
6862,1264153.7477260996,LN
6865,1269214.4895272157,LN
6866,1266621.4256350177,LN
6867,1265499.619923668,LN
6868,1263789.03713512,LN
6869,1273903.2501580052,LN
6871,1261374.3360084435,LN
6872,1266445.6249356417,LN
6873,1270100.0333560898,LN
6874,1264175.549845587,LN
6875,1263380.9852268144,LN
6876,1277057.03637164,LN
6877,1270363.4423146136,LN
6878,1272059.5030354988,LN
6880,1276486.97291891,LN
6881,1271969.0008132649,LN
6883,1272076.427644549,LN
6884,1279804.7637752153,LN
6886,1268600.1733862152,LN
6887,1271594.6203569795,LN
6889,1275629.5014493526,LN
6893,1270666.6078541274,LN
6894,1272615.307074949,LN
6895,1275562.906832687,LN
6896,1277252.8582816108,LN
6898,1276559.592499087,LN
6900,1274666.037292427,LN
6901,1269410.844632452,LN
6903,1281568.7165053117,LN
6904,1276665.5726309947,LN
6905,1270920.7029879903,LN
6908,1274881.0822472223,LN
6909,1274737.710882806,LN
6910,1272992.499642246,LN
6914,1272852.4997493683,LN
6915,1274075.9602844769,LN
6917,1272196.3845197496,LN
6920,1273194.4484630928,LN
6924,1272740.5220044611,LN
6927,1273226.8841717397,LN
6928,1273331.5743237922,LN
6930,1269658.5731659718,LN
6934,1278350.274474423,LN
6935,1275455.6301298991,LN
6938,1270928.7828237438,LN
6939,1273719.520284884,LN
6941,1273480.5294194636,LN
6942,1273865.6144219297,LN
6943,1277099.3110194677,LN
6946,716963.074200818,LN
6948,1274160.8563568308,LN
6949,1275753.089884238,LN
6951,1273973.3618706528,LN
6952,1277015.506109749,LN
6954,1273070.6182299005,LN
6956,1275567.3462574764,LN
6959,1276339.536130068,LN
6960,1273760.8364401802,LN
6961,1275641.3412202983,LN
6964,1277279.565922379,LN
6966,1278203.149933562,LN
6970,1274675.64256363,LN
6971,1280232.4395196997,LN
6972,1274835.9980845775,LN
6973,1273568.2965071932,LN
6976,1274287.852469276,LN
6977,1275085.1094665516,LN
6978,1277728.5698318633,LN
6980,1274247.978870538,LN
6982,1280656.6720703323,LN
6983,1277868.9018881344,LN
6987,1273555.0200367062,LN
6989,1274429.6454770106,LN
6991,1275292.1603429508,LN
6995,1275622.841674778,LN
6997,1274165.2860276708,LN
7003,1273672.305103555,LN
7004,1277290.6944356833,LN
7012,1275608.7823790344,LN
7014,1270933.9245908954,LN
7015,1279638.6880624185,LN
7016,1275951.473480334,LN
7019,1267054.2053493438,LN
7020,1264787.769563742,LN
7022,1270028.8803199583,LN
7026,1266018.3628592484,LN
7028,1269996.607344187,LN
7029,1266551.3912922775,LN
7030,1265651.8472922875,LN
7031,1265404.2233509782,LN
7032,1263321.4694312755,LN
7034,1262857.873741965,LN
7035,1269109.0103778432,LN
7036,1265321.9462574716,LN
7037,1272352.4359025245,LN
7039,1264217.7027423864,LN
7040,1264914.359215773,LN
7041,1263635.0791226018,LN
7042,1266570.3581620352,LN
7044,1262505.5075729436,LN
7046,1265405.6796790888,LN
7047,1263684.4577948796,LN
7048,1268108.5634494494,LN
7049,1262570.0208255823,LN
7051,1257978.5577002177,LN
7052,1261565.3775689278,LN
7053,1254997.6832451306,LN
7054,1260670.0086692362,LN
7055,1260427.2198685708,LN
7056,1260607.857391733,LN
7059,1250440.410549534,LN
7061,1255844.1282352349,LN
7064,1255716.4792069483,LN
7065,1252929.742409713,LN
7066,1259920.266369193,LN
7067,1255143.8123616944,LN
7070,1255720.781560572,LN
7072,1259859.632583212,LN
7073,1254964.7372631556,LN
7075,1254028.6487781762,LN
7078,1254795.0212451268,LN
7082,1248610.023610347,LN
7086,1242971.6914930537,LN
7087,1257649.0478810924,LN
7091,1260687.354305583,LN
7092,1258917.671749419,LN
7093,1261241.2200426834,LN
7094,1262550.4486927085,LN
7097,1260292.1368414054,LN
7101,1265966.6151910934,LN
7103,1265046.796199032,LN
7107,1266313.6241305342,LN
7112,1263581.3478931915,LN
7114,1262127.9835620904,LN
7116,1264314.3743101396,LN
7121,1261393.87169368,LN
7124,1266790.7072765094,LN
7125,1269474.5998380124,LN
7127,1270955.961207066,LN
7132,1275221.9034019476,LN
7133,1272449.619311866,LN
7136,1273547.6443393752,LN
7138,1263426.714586363,LN
7139,1266178.0055586873,LN
7140,1266522.212601849,LN
7142,1269466.5384813438,LN
7143,1267157.8828326412,LN
7146,1264866.339468359,LN
7150,1262877.4554075163,LN
7155,1262823.7885875015,LN
7156,1266843.2521590549,LN
7161,1255493.5142381964,LN
7162,1262025.8517735037,LN
7164,1255414.6709849278,LN
7167,1260079.8188529783,LN
7169,1267284.2170623406,LN
7170,1253838.453006643,LN
7171,1254566.657377989,LN
7172,1262265.6341064123,LN
7175,1264324.551124685,LN
7176,1252087.2201634585,LN
7178,1254763.5178381093,LN
7179,1261173.9492920523,LN
7180,1265608.1419077618,LN
7181,1266709.7091218263,LN
7182,1263846.417876427,LN
7184,1261773.1285629366,LN
7185,1253834.8784505753,LN
7191,1266237.7908109766,LN
7193,1253850.6066497285,LN
7194,1257751.911231909,LN
7195,1251563.4449172777,LN
7196,1256933.7859268344,LN
7197,1265678.8004507818,LN
7202,1254669.732968709,LN
7203,1250506.541093405,LN
7205,1241849.989920735,LN
7210,1248181.9565269465,LN
7213,1245739.6638702496,LN
7214,1240525.2322375197,LN
7216,1259443.293894485,LN
7217,1252935.4534547094,LN
7220,1258921.9960669838,LN
7222,1256424.6130647352,LN
7223,1254543.0382737122,LN
7224,1253714.785212821,LN
7226,1267361.6366093622,LN
7230,1255970.3685237393,LN
7231,1264347.086082785,LN
7232,1245901.9977575135,LN
7234,1251437.376750941,LN
7235,1258064.200958613,LN
7238,1249637.447329674,LN
7239,1248476.0439068314,LN
7240,1241016.694885248,LN
7241,1256554.5601488422,LN
7242,1251372.5719286925,LN
7245,1252597.1638583683,LN
7248,1273111.8922978414,LN
7249,1271288.8070257185,LN
7251,1253833.4486338547,LN
7252,1253794.844815023,LN
7255,1261545.8365710182,LN
7257,1260529.8156298313,LN
7258,1245410.1856100294,LN
7259,1252412.395022297,LN
7260,1254351.9709499946,LN
7261,1252493.715129326,LN
7263,1256197.090927371,LN
7266,1261818.741598436,LN
7269,1270069.2238463226,LN
7270,1260518.9772604553,LN
7271,1264021.4976524743,LN
7273,1273638.3713540388,LN
7274,1265824.5130754432,LN
7276,1257832.4872856732,LN
7277,1263191.5702827417,LN
7281,1255385.2864874245,LN
7283,1262375.7761617294,LN
7288,1267445.6402129333,LN
7289,1258281.6000732416,LN
7290,1250579.790612277,LN
7291,1256833.2113389275,LN
7292,1262707.0427484117,LN
7295,1272048.465489615,LN
7299,1259369.7236471511,LN
7302,1262725.1695685878,LN
7305,1264749.9430908803,LN
7308,1252471.6007215162,LN
7309,1250627.4429642572,LN
7310,1263907.4360262114,LN
7311,1259436.0807450926,LN
7314,1267852.667479606,LN
7316,1258889.5644093528,LN
7317,1254335.5146896592,LN
7318,1260136.141142924,LN
7320,1262233.7544668482,LN
7323,1259397.8524326624,LN
7326,1259549.336725699,LN
7327,635671.2303712928,LN
7331,1253413.2238837958,LN
7332,1249934.3524550237,LN
7334,1251896.187394182,LN
7335,1243342.0588101924,LN
7336,1246053.0768527263,LN
7340,1249283.9023330514,LN
7341,1246557.4096550208,LN
7343,1245563.967474075,LN
7345,1264079.6261445002,LN
7346,1253713.3556699855,LN
7350,1263558.840222692,LN
7352,1261196.372078245,LN
7354,1265093.3740368076,LN
7356,1260511.7517844164,LN
7357,1257985.0345138474,LN
7362,1256660.8352003037,LN
7364,1261494.4538727584,LN
7365,1267980.602553694,LN
7368,1259991.7351100233,LN
7370,1266231.2287391718,LN
7373,1263069.6780625095,LN
7375,1267772.264360295,LN
7377,1266021.278346717,LN
7378,1261687.703495624,LN
7379,1266116.0389998767,LN
7380,1263900.1716518064,LN
7382,1262577.9948314657,LN
7383,1261760.820848498,LN
7386,1269284.8187014067,LN
7387,1264717.2104693782,LN
7388,1263112.4827692371,LN
7389,1260245.189629077,LN
7392,1271390.9734808805,LN
7393,1261075.5877800258,LN
7394,1265121.0312508629,LN
7395,1038609.1454032704,LN
7396,901118.2745394368,LN
7398,1267065.1563947508,LN
7400,1277139.363267677,LN
7401,1269026.250821338,LN
7402,1272985.1304590455,LN
7404,1272045.5221763954,LN
7406,1273211.4032864603,LN
7407,1271485.80452399,LN
7410,1275389.0536655304,LN
7412,1270505.0973072972,LN
7413,1270269.5123822528,LN
7415,1270527.1190550474,LN
7416,1274752.4899449816,LN
7417,1273316.8281903227,LN
7419,1271322.6156894236,LN
7420,1272645.5037151712,LN
7421,1272727.2627867514,LN
7424,1275018.571676565,LN
7427,1280017.0757664305,LN
7429,1275549.5887437274,LN
7430,1269547.8895949556,LN
7431,1272109.5423126696,LN
7432,1273302.0823983918,LN
7433,1268576.754746152,LN
7435,1271725.5181269571,LN
7436,1276954.6988137627,LN
7438,1266431.037858919,LN
7440,1258167.8520927476,LN
7442,1259133.2030612817,LN
7443,1265407.1360105514,LN
7445,1265719.5966040625,LN
7448,1270089.0297881532,LN
7449,1269550.0884184078,LN
7450,1262304.0367195138,LN
7452,1266012.5319245951,LN
7454,1266247.2694792144,LN
7457,1266818.4387546713,LN
7458,1261105.239267385,LN
7459,1263455.024896523,LN
7461,1274767.2693498523,LN
7462,1262876.0048929467,LN
7463,1267085.598852663,LN
7464,1261518.3354513308,LN
7467,1265075.9069457052,LN
7468,1260711.9281075017,LN
7469,1261568.2725830667,LN
7472,1262802.0330679505,LN
7476,1266604.6458682285,LN
7479,1260795.0524792508,LN
7482,1262842.64397747,LN
7484,1261723.8991457778,LN
7485,1270113.2378892894,LN
7486,1260867.3434522746,LN
7489,1265081.729255813,LN
7490,1271771.8535702347,LN
7496,1261849.1521209343,LN
7500,1262154.0624125428,LN
7502,1268231.4302096567,LN
7503,1267472.6698271497,LN
7505,1278571.0248007595,LN
7507,1273364.7543729106,LN
7509,1280447.8757553631,LN
7510,1269838.9334343495,LN
7513,1271746.1112404626,LN
7524,1271163.877564917,LN
7525,1273082.410547657,LN
7530,1271764.4985125314,LN
7533,1272618.9895153276,LN
7534,1274847.0840584347,LN
7535,1274166.762591462,LN
7536,1278821.5981623314,LN
7538,1278007.779289984,LN
7542,1269919.598915238,LN
7543,1271260.8794858588,LN
7547,1274786.4830885332,LN
7548,1271602.7087638464,LN
7551,1262501.8834285033,LN
7552,1273536.5809535612,LN
7556,1273810.271790817,LN
7557,1278635.7034759452,LN
7559,1276141.7724266923,LN
7560,1270348.764847008,LN
7562,1271751.2596230474,LN
7563,1273555.0200367062,LN
7564,1273692.9613146642,LN
7565,1277941.678794296,LN
7567,1273853.8075904432,LN
7569,1276532.914958497,LN
7570,1273414.896394693,LN
7571,1274843.388712393,LN
7573,1268238.7444580744,LN
7575,1277803.5582600208,LN
7576,1278927.9542266116,LN
7577,1275038.5322843995,LN
7578,1273922.437859717,LN
7581,1273739.4402394304,LN
7582,1274698.5480253105,LN
7584,1275049.6217810267,LN
7586,1272516.6256109346,LN
7587,1272554.9180932364,LN
7588,1273107.4699482657,LN
7590,1273670.0919778168,LN
7591,1276896.1216516672,LN
7595,1271908.6731524265,LN
7596,1273887.014861858,LN
7597,1267821.2359552376,LN
7598,1272281.030283324,LN
7600,1275034.0965397598,LN
7601,1273971.1476985628,LN
7603,1271408.6153945776,LN
7606,1274284.8987837925,LN
7607,1276369.1689305196,LN
7608,1270002.4750359657,LN
7609,1276876.10284115,LN
7610,1272309.0026637784,LN
7612,1279168.2501768365,LN
7615,1276497.3466387957,LN
7616,1267550.1124020887,LN
7618,1271938.836267515,LN
7623,1275394.2315857117,LN
7624,1270731.9578784837,LN
7625,1272092.6168224516,LN
7627,1271854.9716348688,LN
7628,1270318.6770986898,LN
7629,1275945.5506885624,LN
7631,1261257.1346032186,LN
7632,1266834.494375925,LN
7634,1247783.9192211733,LN
7636,1260157.804902816,LN
7637,1262577.9948314657,LN
7641,1267450.0233153007,LN
7642,1259721.0629848142,LN
7643,1271686.540130857,LN
7645,1263404.938288004,LN
7647,1262710.668070812,LN
7648,1257041.5622774905,LN
7649,1265115.936410043,LN
7650,1264803.7737526372,LN
7651,1267409.8460116205,LN
7652,1261801.364815107,LN
7653,1262275.0533990085,LN
7654,1266340.605482926,LN
7656,1261367.8242478336,LN
7658,1264847.423599192,LN
7662,1265416.602246767,LN
7663,1272827.4503851435,LN
7667,1265108.6581371976,LN
7668,1261739.1019381462,LN
7672,1267680.178771568,LN
7673,1265488.6959227985,LN
7677,1264306.3783564996,LN
7678,1261951.9795059788,LN
7680,1270229.8898579658,LN
7681,1258127.5412889177,LN
7683,1261544.389113773,LN
7685,1262327.2243342428,LN
7686,1268129.7708924909,LN
7687,1263119.738091819,LN
7691,1267127.2158945282,LN
7692,1267953.5512714286,LN
7694,1262375.7761617294,LN
7697,1262918.7964735131,LN
7699,1268148.0537403051,LN
7701,1255537.957526839,LN
7702,1263195.9240114405,LN
7703,1259493.788253784,LN
7704,1262276.5025334237,LN
7706,1275892.2480368642,LN
7707,1276817.5328894616,LN
7709,1269782.4736948777,LN
7712,1270731.223571208,LN
7714,1271930.0078906256,LN
7717,1276389.9127095516,LN
7718,1275261.098424875,LN
7720,1271210.9069505425,LN
7721,1269657.8400987077,LN
7723,1267220.681671077,LN
7724,1272892.2860602692,LN
7725,1271110.9736653331,LN
7728,1275201.93705243,LN
7729,1270715.0690258532,LN
7730,1268163.4117398742,LN
7731,1264656.1141088468,LN
7734,1272590.267045527,LN
7735,1269293.610396207,LN
7736,1271465.219839736,LN
7737,1278902.6651677473,LN
7738,1266347.1686884433,LN
7739,1264216.2491474247,LN
7741,1265579.006661629,LN
7743,1266186.7542673612,LN
7744,1266587.137020355,LN
7745,1264978.3912176108,LN
7748,1260386.7641600005,LN
7749,1263905.98314465,LN
7750,1266899.4508155542,LN
7752,1267597.6054544742,LN
7753,1262543.924783263,LN
7757,1259985.2376167222,LN
7758,1264854.698866532,LN
7761,1259236.3093439615,LN
7762,1264062.9136554715,LN
7765,1261014.1196259088,LN
7766,1256525.8402474856,LN
7768,1269690.095859145,LN
7769,1262117.117692468,LN
7770,1263704.0651027705,LN
7771,1266245.811213326,LN
7773,1277221.7007789866,LN
7776,1270530.7894205598,LN
7777,1262397.5169965476,LN
7778,1269307.5308287237,LN
7779,1272993.2365652586,LN
7781,1265665.687960015,LN
7782,1269310.4614850024,LN
7784,1267797.1151446248,LN
7785,1262537.4009412378,LN
7786,1263919.785654346,LN
7787,1267177.5980767226,LN
7788,1270910.4197092485,LN
7790,1263142.955684198,LN
7792,1264425.6012438275,LN
7794,1268715.083617767,LN
7797,1264582.660824,LN
7802,1265428.9813847526,LN
7804,1262783.178890669,LN
7805,1250212.2072362583,LN
7807,1273627.3063918734,LN
7808,1274496.8604773951,LN
7809,1274619.4907209957,LN
7811,1273330.837009007,LN
7812,1276851.636258487,LN
7814,1278298.9999564022,LN
7815,1268784.6253963106,LN
7816,1275702.763559492,LN
7817,1268058.107212343,LN
7819,1277246.1815459337,LN
7821,1272702.218351489,LN
7823,1274072.269407525,LN
7825,1274840.432450984,LN
7829,1272931.3380062946,LN
7832,1272199.328531155,LN
7833,1277333.7265117425,LN
7836,1271893.2243060332,LN
7840,1275850.0532625502,LN
7842,1273853.0696707424,LN
7843,1279902.3440485462,LN
7844,1278088.7431458202,LN
7847,1269604.3284747472,LN
7850,1274619.4907209957,LN
7855,1276148.4376208526,LN
7857,1276439.5523465285,LN
7859,1276722.6461448784,LN
7862,1274281.206696193,LN
7865,1274118.776019936,LN
7868,1277327.7908805918,LN
7870,1277826.5762756777,LN
7871,1275869.2996555364,LN
7872,1274714.065096101,LN
7874,1276006.2619110066,LN
7876,1274748.7951473105,LN
7877,1272583.6389673837,LN
7879,1274766.5303714697,LN
7880,1275689.4425499132,LN
7881,1272951.9701904317,LN
7882,1275588.8039129244,LN
7883,1272111.7500185117,LN
7884,1262969.5699068375,LN
7885,1274127.634807246,LN
7886,1276435.106848504,LN
7890,1275412.7245010051,LN
7893,1275568.086164612,LN
7898,1275961.0981342385,LN
7901,1272736.1022345282,LN
7904,1276610.7275686949,LN
7909,1273887.014861858,LN
7910,1271666.6843344928,LN
7911,1273610.3404899554,LN
7913,1269333.907222428,LN
7916,1274763.5744665065,LN
7920,1266010.3453379476,LN
7922,1273718.782520755,LN
7924,1271941.779087046,LN
7925,1259480.8036032568,LN
7926,1271785.828414252,LN
7927,1272758.2013911635,LN
7930,1265193.0912511586,LN
7932,1265109.3859607135,LN
7936,1257849.035431614,LN
7941,1264126.1327876016,LN
7942,1265609.5987052815,LN
7945,1263767.2483451662,LN
7948,1259022.9052444992,LN
7951,1274756.9237304593,LN
7953,1263086.3642980554,LN
7956,1266304.1444688605,LN
7957,1271435.079183145,LN
7958,1266618.5073827698,LN
7959,1262305.4859204774,LN
7962,1270944.208250011,LN
7964,1263226.400952666,LN
7966,1265963.6999553838,LN
7967,1265328.498908169,LN
7968,1269393.258116469,LN
7970,1266663.0121907103,LN
7973,1266175.818400409,LN
7974,1262705.59262528,LN
7975,1264907.8108537032,LN
7976,1268326.5220201418,LN
7977,1262501.158602112,LN
7978,1264466.3166479978,LN
7979,1267686.755869979,LN
7983,1266402.5940257988,LN
7985,1260449.61610974,LN
7987,1262823.0633914394,LN
7989,1270798.783393222,LN
7990,1264864.8843814137,LN
7991,1268347.005199649,LN
7994,1263295.342316672,LN
7996,1269836.0003372335,LN
7997,1262944.182679871,LN
7999,1267512.8511140624,LN
8000,1263333.8076110606,LN
8003,1263637.2575120688,LN
8005,1268595.782325342,LN
8007,1267046.1747030194,LN
8008,1270048.685003535,LN
8011,1272909.9696635015,LN
8016,1272433.421046023,LN
8020,1265027.8749321185,LN
8021,1274195.556269422,LN
8022,1272663.1804621934,LN
8027,1274172.668880849,LN
8030,1275718.305088954,LN
8034,1272837.764709832,LN
8037,1276265.4601483217,LN
8038,1273117.7888117346,LN
8039,1274002.8849006474,LN
8040,1277096.3442862013,LN
8042,1279381.8396909037,LN
8046,1271541.6805983526,LN
8050,1271546.092076542,LN
8051,1272901.1278004686,LN
8052,1274152.7353736171,LN
8054,1276667.0549953787,LN
8056,1275609.5223342422,LN
8057,1277776.8287018528,LN
8059,1281202.1006784649,LN
8061,1273624.355767766,LN
8063,1275880.403607936,LN
8064,1271099.217841212,LN
8066,1271735.8146003445,LN
8067,1271230.7485163352,LN
8069,1272993.2365652586,LN
8070,1277025.8884219867,LN
8072,1276163.9900113223,LN
8076,1269202.0362148744,LN
8077,1277239.5048800604,LN
8079,1273895.8704266376,LN
8080,1273380.2389876067,LN
8081,1273168.6485113231,LN
8083,1278910.8468126436,LN
8086,1274043.4813011908,LN
8088,1277003.6408167626,LN
8089,705755.4746988214,LN
8091,1278364.3942668955,LN
8094,1274127.634807246,LN
8096,1276650.7491764848,LN
8097,1274258.3162305995,LN
8098,1276204.7242591244,LN
8100,1259695.8061864788,LN
8101,1209227.8980344068,LN
8105,1138595.6306929826,LN
8106,1233830.7630492074,LN
8107,1216794.157873914,LN
8114,1249986.218778812,LN
8117,1204564.0693961796,LN
8118,1254322.636178412,LN
8120,1265585.5619750523,LN
8122,1258436.4167572286,LN
8123,1263699.7078706569,LN
8125,1269257.7117424433,LN
8126,1272627.827459187,LN
8127,1261427.1561067,LN
8129,1267518.6958771206,LN
8130,1231010.64712297,LN
8131,1271990.3375753772,LN
8132,1265960.7847331003,LN
8134,1278579.9456083074,LN
8135,1270753.2531586466,LN
8136,1265939.649773066,LN
8137,1267527.4631227765,LN
8138,1274756.9237304593,LN
8140,1251727.300260532,LN
8141,1269862.3986990834,LN
8143,1269706.9574771037,LN
8144,1272578.4838432274,LN
8146,1270058.2208122164,LN
8149,1272456.9822963122,LN
8150,1268852.710522307,LN
8151,1273645.010423623,LN
8152,1266496.682350556,LN
8156,1272154.4338376774,LN
8157,1272381.1476374697,LN
8160,1278971.0966941942,LN
8162,1267249.162265534,LN
8164,1258776.4270429714,LN
8165,1265943.293681346,LN
8167,1269562.5485618417,LN
8168,1268641.889980662,LN
8169,1272546.081162003,LN
8173,1275008.9612364266,LN
8176,1267993.7630543162,LN
8181,1279720.6034304765,LN
8182,1276609.2453351135,LN
8183,1269979.738032343,LN
8185,1269593.33349422,LN
8187,1274266.4385597408,LN
8193,1275282.5457780417,LN
8194,1270668.0763201748,LN
8195,1273889.9667031046,LN
8196,1275171.618976487,LN
8198,1273153.9061511962,LN
8201,1271333.6406424704,LN
8203,1274088.5094260694,LN
8204,1269816.202286107,LN
8205,1275919.639121058,LN
8206,1280181.0139066123,LN
8208,1277616.47483372,LN
8210,1274935.7787908355,LN
8211,1270958.1649107132,LN
8222,1271415.23123844,LN
8223,1272876.0765222546,LN
8224,1275758.2707607304,LN
8228,1272012.4108412026,LN
8229,1274591.416654833,LN
8231,1273828.7188002155,LN
8232,1269868.2651507717,LN
8233,1279852.434721523,LN
8234,1270592.4547320837,LN
8235,1273695.1745198788,LN
8237,1275234.4751279715,LN
8238,1270086.0955355703,LN
8243,1274437.0313940537,LN
8244,1275456.3699074362,LN
8246,1271070.5639308786,LN
8249,1271350.5459418676,LN
8251,1280565.6881625503,LN
8252,1275132.429453566,LN
8253,1274146.0910098036,LN
8254,1272099.9756759007,LN
8255,1267079.758083094,LN
8257,1273674.5182369845,LN
8258,1275005.264951873,LN
8259,1274227.304653575,LN
8262,1273461.3550273106,LN
8264,1271216.7858684273,LN
8265,1274398.62556026,LN
8267,1271654.182854883,LN
8268,1271634.3280689346,LN
8269,1276143.9941503431,LN
8272,1276529.9508561485,LN
8274,1270811.2680597478,LN
8276,1275471.9054339516,LN
8278,1274555.21771074,LN
8281,1272898.1805400874,LN
8282,1275377.9582638573,LN
8284,1277618.7016951654,LN
8286,1271403.469785841,LN
8287,1276904.2776433206,LN
8289,1275655.4012337583,LN
8291,1268571.632033893,LN
8292,1269289.214533583,LN
8295,1274696.3313317508,LN
8296,1274572.9475488928,LN
8299,1273161.277288583,LN
8300,1272991.0257987804,LN
8301,1279789.1225197436,LN
8303,1275420.8615536306,LN
8307,1276159.5464325072,LN
8308,1270124.9754826308,LN
8309,1269981.204911235,LN
8312,1272157.377654928,LN
8315,1270571.1648408538,LN
8318,1275658.3612760855,LN
8319,1268209.4879705922,LN
8326,1273736.4890957377,LN
8329,1274901.0385504195,LN
8330,1274568.515043111,LN
8332,1276990.292625706,LN
8333,1272771.461253519,LN
8334,1276401.0257256806,LN
8335,1274126.896570265,LN
8339,1279289.5483626255,LN
8340,1277149.7475939717,LN
8341,1273247.525937729,LN
8343,1273457.667710401,LN
8345,1277361.9215130685,LN
8347,1276170.655437567,LN
8355,1276760.4508919811,LN
8358,1276987.326398922,LN
8361,1278076.8579007443,LN
8363,1275881.8841495255,LN
8364,1269569.8781722314,LN
8365,1278577.7153947502,LN
8367,1276080.307806581,LN
8370,1262383.747714214,LN
8371,1261749.2373365955,LN
8372,1271953.550501343,LN
8373,1268912.7486309852,LN
8374,1264702.6631814383,LN
8375,1266883.3935477776,LN
8376,1276317.3124326733,LN
8378,1259317.075707693,LN
8379,1270284.9218092733,LN
8380,1270258.505877555,LN
8382,1263485.5143417593,LN
8383,1267688.9482512823,LN
8385,1265501.076471367,LN
8387,1264106.5123802377,LN
8388,1263364.2912061238,LN
8389,1267713.795769374,LN
8391,1265438.4479478132,LN
8395,1268126.114386188,LN
8396,1263704.791311044,LN
8398,1264093.4324470211,LN
8400,1262469.9918546,LN
8404,1263492.7739503756,LN
8407,1260439.5015796884,LN
8408,1266879.0143635715,LN
8412,1263996.0681182635,LN
8417,1268193.397477827,LN
8420,1263561.0183493092,LN
8421,1265154.512654288,LN
8422,1267846.088659499,LN
8424,1259497.3951486666,LN
8426,1264253.316863144,LN
8428,1265093.3740368076,LN
8429,1268039.0957587163,LN
8432,1270553.5461600684,LN
8433,1273172.334154701,LN
8436,1280661.8928506742,LN
8437,1271044.115314099,LN
8440,1277039.237357213,LN
8442,1279611.8816741034,LN
8443,1272604.2598816762,LN
8444,1278643.8817054683,LN
8445,1276933.195180572,LN
8446,1274281.206696193,LN
8448,1273750.5071500728,LN
8449,1277804.3007637109,LN
8450,1275088.066862847,LN
8451,1272863.5512529092,LN
8456,1277137.8798062766,LN
8458,1276044.764704244,LN
8459,1272608.6787359698,LN
8460,1273166.437135539,LN
8462,1277413.8629318632,LN
8464,1275497.0589935803,LN
8466,1273465.779835789,LN
8467,1275504.4572881637,LN
8470,1278514.5292436029,LN
8472,1274417.089614509,LN
8477,1277237.2793402812,LN
8478,1279435.4343151543,LN
8480,1276639.6318115029,LN
8482,1274595.110540251,LN
8483,1278068.686922979,LN
8484,1274914.3430996498,LN
8485,1273662.7149475685,LN
8486,1274870.734780413,LN
8488,1274127.634807246,LN
8489,1280403.8880732716,LN
8490,1279996.2139241626,LN
8492,1274849.3012763432,LN
8493,1280214.551881325,LN
8496,1274160.8563568308,LN
8502,1272951.9701904317,LN
8503,1272921.0221650312,LN
8505,1275732.3667990535,LN
8506,1270113.2378892894,LN
8508,1276129.1828054583,LN
8510,1276980.652439042,LN
8511,1271781.4152724354,LN
8512,1273896.608395927,LN
8513,1278774.0039752645,LN
8515,1275329.1407898606,LN
8520,1272800.1919031315,LN
8521,1279225.5476801705,LN
8524,1275394.2315857117,LN
8525,1272553.4452628412,LN
8527,1273720.9958157055,LN
8530,1272210.368695278,LN
8531,1274552.26278567,LN
8533,1278855.0649464242,LN
8535,1269747.28055344,LN
8537,1265665.687960015,LN
8538,1265650.3903975044,LN
8543,1264018.5913682063,LN
8544,1271152.1207622208,LN
8548,1266627.9917517412,LN
8549,1269970.9368301537,LN
8550,1266558.6861749582,LN
8552,1261608.080374887,LN
8553,1262698.3420595834,LN
8555,1269511.9765567088,LN
8556,1254598.8666807397,LN
8561,1271838.7885051048,LN
8562,1267649.486548012,LN
8563,1265841.2721783237,LN
8565,1265766.9525800017,LN
8566,1262050.4777846455,LN
8570,1265453.740387343,LN
8572,1257083.9593735798,LN
8573,1258743.2823670765,LN
8574,1262608.441962253,LN
8576,1263981.5374152395,LN
8577,1257846.157461912,LN
8578,1256102.3741466135,LN
8579,1262894.8618422565,LN
8580,1269506.8462885355,LN
8582,1259721.7846225055,LN
8584,1265557.1561073277,LN
8585,1255389.5865718692,LN
8587,1252184.8974955997,LN
8590,1259584.6883044874,LN
8592,1270621.0870900715,LN
8598,1261892.5982673406,LN
8599,1265153.0569042452,LN
8600,1263698.981668226,LN
8601,1261700.009783666,LN
8603,1266870.985937823,LN
8605,1265841.2721783237,LN
8608,1273457.667710401,LN
8609,1274968.3032850234,LN
8611,1276203.9836132266,LN
8612,1268652.8684878384,LN
8614,1279470.4221172074,LN
8616,1277008.8318553134,LN
8618,1273182.6540696833,LN
8620,1274474.7009026709,LN
8622,1274456.2351790247,LN
8623,1268847.5855811047,LN
8624,1278439.457347432,LN
8626,1274403.0568844855,LN
