step,tokens_per_second,model
20475,1339436.9280817078,RMSN
20476,1334236.520532403,RMSN
20478,1336875.95974216,RMSN
20480,1329775.5645300178,RMSN
20482,1333198.6945534043,RMSN
20483,1341251.4039392972,RMSN
20488,1324730.3612168354,RMSN
20490,1335172.189581517,RMSN
20492,1327152.8470127005,RMSN
20493,1330275.1175559978,RMSN
20494,1323580.5850128203,RMSN
20495,1319518.9870425686,RMSN
20496,1326943.0280724834,RMSN
20503,1325878.939037949,RMSN
20504,1331128.6844314071,RMSN
20508,1319726.4645580074,RMSN
20509,1315405.9115188022,RMSN
20510,1332290.8104725797,RMSN
20513,1319192.065225829,RMSN
20514,1327525.3990243184,RMSN
20518,1341910.273927429,RMSN
20520,1347813.1858448628,RMSN
20521,1339626.2339490228,RMSN
20524,1338193.0845249556,RMSN
20525,1346597.4466675892,RMSN
20530,1342338.6818068337,RMSN
20531,1350603.7150434412,RMSN
20532,1341196.595477672,RMSN
20533,1347849.534970472,RMSN
20534,1344275.248634496,RMSN
20535,1344138.0282223213,RMSN
20537,1330850.7523566522,RMSN
20545,1319206.3102579657,RMSN
20547,1334397.637523423,RMSN
20548,1324182.33391563,RMSN
20550,1322933.2202837989,RMSN
20551,1334887.70462568,RMSN
20555,1328040.105029408,RMSN
20558,1328764.7365351452,RMSN
20561,1327100.7865068046,RMSN
20564,1327940.6603110572,RMSN
20565,1326493.982312394,RMSN
20566,1332396.5589220244,RMSN
20569,1321885.085309678,RMSN
20570,1326888.5820918398,RMSN
20572,1327277.0077806944,RMSN
20582,1337942.313667797,RMSN
20584,1327611.9571667043,RMSN
20585,1327506.9668036215,RMSN
20588,1334333.6718496194,RMSN
20589,1325603.99374037,RMSN
20592,1331669.5747616463,RMSN
20594,1324289.9890709592,RMSN
20596,1320703.7526160048,RMSN
20598,1329202.4661322914,RMSN
20599,1321466.4550291512,RMSN
20600,1325464.9659939555,RMSN
20604,1301075.5536180642,RMSN
20606,1336204.9722535324,RMSN
20608,1340519.63060327,RMSN
20610,1339426.3220083264,RMSN
20617,1322108.410271333,RMSN
20622,1331094.843016608,RMSN
20624,1324966.623456783,RMSN
20629,1334971.1733975052,RMSN
20633,1323779.779042482,RMSN
20635,1341395.3997468518,RMSN
20639,1326142.8019080816,RMSN
20642,1329666.211689813,RMSN
20643,1335391.9176255902,RMSN
20645,1332705.8281791273,RMSN
20646,1315912.0481885606,RMSN
20648,1327975.143486227,RMSN
20649,1324258.8868947932,RMSN
20652,1331982.540584152,RMSN
20655,1321542.6943031836,RMSN
20660,1321207.624802632,RMSN
20663,1323196.70808026,RMSN
20672,1317652.252269915,RMSN
20675,1344812.89658382,RMSN
20677,1334041.451033492,RMSN
20678,1339734.7825662077,RMSN
20679,1341288.2181073823,RMSN
20680,1343016.665415885,RMSN
20681,1345923.2578171669,RMSN
20686,1345366.6134513214,RMSN
20687,1345988.339513552,RMSN
20688,1342829.6801619928,RMSN
20689,1347856.9702604236,RMSN
20694,1345784.053546829,RMSN
20695,1348337.1331749356,RMSN
20697,1344340.1710466791,RMSN
20699,1349556.0170610552,RMSN
20701,1339115.5570527834,RMSN
20702,1348696.0323683624,RMSN
20703,1340776.2735422947,RMSN
20709,1350768.80939619,RMSN
20715,1344371.40178245,RMSN
20718,1348255.2912188368,RMSN
20719,1342016.7360057023,RMSN
20720,1345328.7520155243,RMSN
20721,1343368.634141484,RMSN
20722,1348076.761432784,RMSN
20723,1339886.6169055465,RMSN
20725,1344130.633905841,RMSN
20726,1349157.7550301456,RMSN
20731,1345578.1828657514,RMSN
20733,1343508.1599704786,RMSN
20737,1340366.8357815037,RMSN
20738,1346310.545407348,RMSN
20739,1344161.854906628,RMSN
20740,1346323.7335886771,RMSN
20741,1343955.6588258878,RMSN
20742,1346705.4785359218,RMSN
20743,1344600.745577203,RMSN
20745,1342682.9168162085,RMSN
20752,1351653.0410040112,RMSN
20754,1349024.5015299823,RMSN
8,960246.7650802,PNbefore
9,959774.0155367894,PNbefore
10,960232.3889306145,PNbefore
11,961281.5395969118,PNbefore
28,957842.840321142,PNbefore
34,961223.4334005906,PNbefore
37,960156.2025237626,PNbefore
42,959840.56506993,PNbefore
43,959007.2077643812,PNbefore
44,960622.6144674614,PNbefore
45,958785.956046672,PNbefore
50,959933.4625826346,PNbefore
59,952320.4368702304,PNbefore
78,961294.5064010684,PNbefore
89,951579.1353885032,PNbefore
90,945228.698889784,PNbefore
91,960753.5596665778,PNbefore
94,960689.7613924756,PNbefore
110,961410.7430074394,PNbefore
113,961465.989264774,PNbefore
116,960333.5103168164,PNbefore
118,959695.5085293727,PNbefore
119,960597.6765716242,PNbefore
144,961058.7573150326,PNbefore
149,960741.0871572,PNbefore
151,959475.3744653224,PNbefore
152,960746.363948569,PNbefore
153,961282.9803356542,PNbefore
158,960738.6886348304,PNbefore
163,959509.345088596,PNbefore
166,961162.4534605728,PNbefore
167,959794.1230558654,PNbefore
171,960738.6886348304,PNbefore
172,961361.7472918776,PNbefore
175,959685.9353827032,PNbefore
177,960105.8973732308,PNbefore
179,960647.5536581482,PNbefore
180,959051.6615700544,PNbefore
182,957904.3535097024,PNbefore
183,957735.5687807762,PNbefore
187,960831.2802898654,PNbefore
190,959979.4391369618,PNbefore
191,957564.9373613714,PNbefore
192,960079.0701149064,PNbefore
193,959864.9848388706,PNbefore
194,961359.3456695132,PNbefore
195,957274.812941537,PNbefore
196,961106.281937512,PNbefore
204,943697.9318725104,PNbefore
205,953962.5615866708,PNbefore
207,957086.7309789652,PNbefore
208,959107.115104098,PNbefore
209,956954.8796078572,PNbefore
210,961193.6626994612,PNbefore
211,958608.74161617,PNbefore
214,960679.6887553048,PNbefore
215,960208.429637858,PNbefore
216,960101.1066814295,PNbefore
220,961187.4206895448,PNbefore
221,955523.9906341886,PNbefore
223,958662.7110408278,PNbefore
226,955602.765778298,PNbefore
227,959760.1322653068,PNbefore
233,961187.4206895448,PNbefore
235,961212.8693923284,PNbefore
236,959538.533038246,PNbefore
238,945962.4606184376,PNbefore
240,956764.5446105008,PNbefore
241,958255.9408914294,PNbefore
243,958290.302480111,PNbefore
246,943728.0172408636,PNbefore
247,943654.8899886466,PNbefore
248,960278.8733685476,PNbefore
251,959478.7235748154,PNbefore
253,960349.3274359164,PNbefore
254,953796.1085718676,PNbefore
261,961303.6313988809,PNbefore
262,959978.0023029748,PNbefore
263,952684.4454364466,PNbefore
264,955723.3263851602,PNbefore
265,956778.341352128,PNbefore
267,960861.9881988694,PNbefore
270,960481.636473182,PNbefore
273,956992.0037560592,PNbefore
274,958371.9211305544,PNbefore
278,959002.4280306598,PNbefore
282,961206.6271329531,PNbefore
283,961345.4164964204,PNbefore
285,955679.6552502038,PNbefore
286,958041.2367796312,PNbefore
306,960994.4385439536,PNbefore
308,959999.5552644064,PNbefore
309,960556.9154913548,PNbefore
312,960868.2259827306,PNbefore
313,959513.6513957276,PNbefore
317,960644.1963839772,PNbefore
325,960921.4903585505,PNbefore
327,960232.3889306145,PNbefore
332,959157.3156431027,PNbefore
334,961028.5168204744,PNbefore
337,955767.0015115276,PNbefore
338,958764.9352772932,PNbefore
342,959575.3793791656,PNbefore
343,959049.271475673,PNbefore
345,958591.0715321952,PNbefore
347,960879.7421041776,PNbefore
350,961217.1910040064,PNbefore
353,960299.0020472188,PNbefore
355,960316.7351537714,PNbefore
358,953137.4869327488,PNbefore
359,961269.53360867,PNbefore
360,959073.6509973314,PNbefore
361,956901.1022966378,PNbefore
363,960145.1828494298,PNbefore
368,960343.0963874062,PNbefore
369,957377.217739596,PNbefore
370,957865.7280265077,PNbefore
372,960331.1138290708,PNbefore
373,955316.2004761326,PNbefore
374,949023.5998066585,PNbefore
377,950955.0587125912,PNbefore
378,950737.5063841352,PNbefore
379,941679.6595957936,PNbefore
380,948448.2156856752,PNbefore
382,959341.9075641189,PNbefore
383,958135.2176271612,PNbefore
386,957060.0721759785,PNbefore
388,958036.9436787532,PNbefore
389,956002.061215283,PNbefore
397,958067.9502718636,PNbefore
398,957265.2880275258,PNbefore
400,959870.2520107612,PNbefore
401,960836.5580720404,PNbefore
404,960726.2165115592,PNbefore
405,961373.2752462584,PNbefore
407,961179.2581835184,PNbefore
409,959260.6018496776,PNbefore
420,960059.4296799612,PNbefore
429,961435.2427380646,PNbefore
430,960209.8671617064,PNbefore
431,960086.2558406655,PNbefore
433,960649.9517254946,PNbefore
445,960345.9722459018,PNbefore
446,960856.2303164194,PNbefore
448,961319.0002078372,PNbefore
450,959795.0805777888,PNbefore
451,961461.184990346,PNbefore
454,960707.508933805,PNbefore
458,960551.1612645568,PNbefore
459,958852.3686239764,PNbefore
463,958840.901047021,PNbefore
465,959877.9134548854,PNbefore
473,961441.9683727477,PNbefore
477,960513.280992309,PNbefore
478,960675.3719754616,PNbefore
480,959537.0975237932,PNbefore
489,960743.0059837186,PNbefore
491,960112.1253440474,PNbefore
492,955168.2406762716,PNbefore
493,958201.5400820684,PNbefore
495,960080.986297925,PNbefore
496,960083.8605867944,PNbefore
503,944256.443723819,PNbefore
504,939011.4910942172,PNbefore
507,949633.4260560912,PNbefore
509,953130.8769815972,PNbefore
510,950676.44047382,PNbefore
511,949820.934075362,PNbefore
512,951334.0159321578,PNbefore
513,950039.4743222346,PNbefore
514,950101.3967055106,PNbefore
516,953575.364233317,PNbefore
518,954865.8244936344,PNbefore
519,953911.9575075232,PNbefore
520,951545.7239598325,PNbefore
526,946366.7713664032,PNbefore
527,953188.9532596203,PNbefore
530,954975.7718554562,PNbefore
534,953972.0208886242,PNbefore
535,951402.222675582,PNbefore
536,944933.9350569054,PNbefore
537,943456.39276202,PNbefore
544,950480.1432370098,PNbefore
545,949208.0575006932,PNbefore
546,947257.5659721948,PNbefore
550,953889.2583565592,PNbefore
551,953706.758617408,PNbefore
553,951537.2538295988,PNbefore
554,944828.1434439332,PNbefore
558,949949.888798103,PNbefore
559,951427.1558571148,PNbefore
560,948478.604702107,PNbefore
562,949990.2236445764,PNbefore
565,947123.280445449,PNbefore
567,949583.748839266,PNbefore
569,948964.1579087278,PNbefore
570,942846.6175031838,PNbefore
572,946455.6823179132,PNbefore
577,948481.8774815666,PNbefore
578,948028.5789356472,PNbefore
579,941258.6223871527,PNbefore
580,947049.159955053,PNbefore
581,947245.4414096152,PNbefore
583,944141.0749382356,PNbefore
587,949827.029328384,PNbefore
589,950758.1766230968,PNbefore
590,953671.3069256386,PNbefore
591,950849.324304571,PNbefore
592,952900.5302500778,PNbefore
593,953069.9753171542,PNbefore
595,953004.8333150076,PNbefore
596,948623.5637292288,PNbefore
598,949550.94597937,PNbefore
608,941795.810503852,PNbefore
609,946491.5307252016,PNbefore
611,950468.4055407528,PNbefore
612,952511.3652199224,PNbefore
613,953787.5983310968,PNbefore
614,940688.4735783796,PNbefore
616,954010.8059879984,PNbefore
618,950984.668560914,PNbefore
620,951645.0239540238,PNbefore
621,953332.5217446452,PNbefore
622,949164.0433149172,PNbefore
623,951358.0047752192,PNbefore
625,950579.6905553406,PNbefore
628,944643.0651096615,PNbefore
629,950488.1250360603,PNbefore
631,943919.219867508,PNbefore
632,950903.8333296268,PNbefore
633,949127.524004108,PNbefore
635,942799.4956148926,PNbefore
637,942224.2493787128,PNbefore
639,943983.588783928,PNbefore
642,947292.076041524,PNbefore
645,945939.2081395754,PNbefore
646,943017.58938411,PNbefore
648,945333.186897021,PNbefore
649,940553.7451682946,PNbefore
650,943517.9225971656,PNbefore
651,937542.8043704516,PNbefore
652,943770.602887504,PNbefore
653,945934.5577809776,PNbefore
656,933869.3529113992,PNbefore
657,952622.6575411914,PNbefore
660,949670.921737036,PNbefore
661,948804.5909047874,PNbefore
664,946601.4206843352,PNbefore
665,949822.3406652696,PNbefore
666,951368.3532771028,PNbefore
668,942424.0747691382,PNbefore
670,944053.061492757,PNbefore
671,940759.3019389228,PNbefore
674,942617.9817780822,PNbefore
676,945749.9754772384,PNbefore
677,935292.4457060972,PNbefore
678,945326.2203111872,PNbefore
680,948436.995618,PNbefore
681,949725.2957341602,PNbefore
682,951760.350901977,PNbefore
684,950275.479365418,PNbefore
685,947579.4466672248,PNbefore
687,950914.171953215,PNbefore
689,950023.525924697,PNbefore
691,947405.8838166348,PNbefore
692,951388.5805444856,PNbefore
693,947536.5166027964,PNbefore
694,947718.5294568466,PNbefore
695,949908.6194772836,PNbefore
698,950488.5945578264,PNbefore
699,948130.8837242764,PNbefore
700,950351.0445208796,PNbefore
702,949041.3870188444,PNbefore
703,949268.4665923688,PNbefore
709,948343.972782021,PNbefore
711,949536.4197226122,PNbefore
712,949640.4562707318,PNbefore
713,947188.5533762455,PNbefore
721,930241.6650106652,PNbefore
724,928454.27351432,PNbefore
729,921960.9205343137,PNbefore
730,921435.5247897236,PNbefore
732,920313.0112615036,PNbefore
737,923972.2179122784,PNbefore
738,922866.0926566224,PNbefore
740,926415.4084408171,PNbefore
741,925501.038035508,PNbefore
742,930385.151617631,PNbefore
743,930076.1931086752,PNbefore
745,927023.759986433,PNbefore
747,922744.8283474188,PNbefore
748,919259.9792885924,PNbefore
749,927631.5693954844,PNbefore
751,926792.0191162906,PNbefore
752,924519.6121769832,PNbefore
753,922761.201593705,PNbefore
756,924717.7750625724,PNbefore
758,912123.4272430307,PNbefore
760,913659.2415814608,PNbefore
761,917130.0899415492,PNbefore
762,916818.9493724504,PNbefore
765,922672.704477406,PNbefore
767,920353.9500999209,PNbefore
769,924183.0188953292,PNbefore
772,917522.8128857394,PNbefore
773,921293.4618041624,PNbefore
774,920243.467605716,PNbefore
776,920908.5237467808,PNbefore
777,921728.6129166388,PNbefore
779,920692.6054962728,PNbefore
780,925121.9172463068,PNbefore
781,928952.722875326,PNbefore
782,931169.4869556592,PNbefore
783,932451.487888254,PNbefore
786,926957.6640735652,PNbefore
787,928078.101523303,PNbefore
788,931750.2597265878,PNbefore
790,929441.8305181682,PNbefore
791,927842.2539501444,PNbefore
792,929474.6056712024,PNbefore
796,927991.2670310189,PNbefore
797,930242.564475347,PNbefore
799,927159.107377056,PNbefore
800,926783.9839395266,PNbefore
805,921154.5295252248,PNbefore
806,922221.191084271,PNbefore
809,930364.458027728,PNbefore
811,926205.3713003924,PNbefore
812,928079.4444523226,PNbefore
813,930292.0377116932,PNbefore
815,931201.4827479402,PNbefore
816,923909.6618131462,PNbefore
820,930896.0351894696,PNbefore
821,930177.8074638712,PNbefore
824,927841.8065354862,PNbefore
825,927121.1346488722,PNbefore
826,923812.0734691996,PNbefore
827,924056.082993562,PNbefore
829,924890.2369962756,PNbefore
830,930457.1364917164,PNbefore
832,924629.346598808,PNbefore
834,927298.9631845783,PNbefore
835,929643.4567794346,PNbefore
839,929822.2543239028,PNbefore
840,930987.0177803152,PNbefore
841,932840.7113526962,PNbefore
842,926586.2732125074,PNbefore
843,932073.8765860772,PNbefore
844,931836.896601522,PNbefore
845,931618.98142035,PNbefore
847,904402.1167276842,PNbefore
848,927407.5704325855,PNbefore
851,921894.6611804344,PNbefore
852,916390.6027565844,PNbefore
856,929241.637992101,PNbefore
857,929792.1504255264,PNbefore
858,933305.4019011994,PNbefore
859,929196.76361069,PNbefore
861,929859.5499162512,PNbefore
862,928876.0380192492,PNbefore
863,930470.1849426092,PNbefore
864,928529.096430886,PNbefore
865,925167.2885789416,PNbefore
866,927437.0730908844,PNbefore
868,923586.811854042,PNbefore
869,927185.4667467212,PNbefore
870,926200.9129456164,PNbefore
872,928489.2192439464,PNbefore
873,927920.5581608884,PNbefore
874,926807.197052552,PNbefore
875,924939.5871677692,PNbefore
876,913693.516308957,PNbefore
878,924176.804438019,PNbefore
879,922964.3666769796,PNbefore
880,926990.7108518132,PNbefore
881,930370.7559793806,PNbefore
883,926381.510652342,PNbefore
885,928746.0166167334,PNbefore
887,925179.7442330891,PNbefore
890,922334.8017072452,PNbefore
891,926325.3171524293,PNbefore
894,927143.024430108,PNbefore
895,926816.12548258,PNbefore
899,929120.48710822,PNbefore
900,926480.9809402012,PNbefore
902,925078.329373201,PNbefore
903,928018.1213238982,PNbefore
904,926849.1621694918,PNbefore
906,926481.4270434136,PNbefore
908,927548.8426077194,PNbefore
910,926487.2264242702,PNbefore
912,924291.7854287088,PNbefore
913,928526.8560486736,PNbefore
915,924150.1719961384,PNbefore
916,924724.4412101824,PNbefore
917,925914.7763719008,PNbefore
918,927484.9071466858,PNbefore
919,926929.9780463296,PNbefore
920,929083.6993897676,PNbefore
921,930466.5853333952,PNbefore
923,930300.1338331949,PNbefore
924,926263.7797122156,PNbefore
925,927457.1896159634,PNbefore
926,930148.1301799632,PNbefore
928,924109.3385663556,PNbefore
929,924448.543050392,PNbefore
931,923270.3896386562,PNbefore
933,922903.274959794,PNbefore
935,921224.210953984,PNbefore
937,917536.8136735084,PNbefore
938,923639.126606766,PNbefore
940,925599.8740663524,PNbefore
941,922125.2848394694,PNbefore
942,920529.191874695,PNbefore
943,922577.1466556708,PNbefore
945,921737.8853117024,PNbefore
946,923035.6505700898,PNbefore
948,926642.0521201596,PNbefore
949,925081.8874129616,PNbefore
950,930568.735062816,PNbefore
953,928292.1239147424,PNbefore
954,933982.2249076768,PNbefore
956,923748.2086245832,PNbefore
957,921118.3699006618,PNbefore
958,928248.6846098442,PNbefore
965,929089.5313947216,PNbefore
966,929379.87832419,PNbefore
969,922425.8872443506,PNbefore
971,920524.7879977227,PNbefore
972,923934.5057746348,PNbefore
973,920023.4619856756,PNbefore
975,923651.984529518,PNbefore
980,925228.2355095393,PNbefore
983,929328.2578043912,PNbefore
984,934087.8687987246,PNbefore
986,927327.5650950198,PNbefore
987,924569.3670676356,PNbefore
988,929163.1106687778,PNbefore
989,922872.7321338812,PNbefore
990,923379.8276942156,PNbefore
991,924500.5112755076,PNbefore
992,923626.2690419924,PNbefore
994,923891.9169443576,PNbefore
996,923172.4933648392,PNbefore
997,919738.4911634816,PNbefore
998,923329.314598778,PNbefore
999,924422.7831902284,PNbefore
1001,923121.1172030584,PNbefore
1004,928052.5866103318,PNbefore
1005,922070.0483609334,PNbefore
1006,922524.9521310922,PNbefore
1007,922055.9088862896,PNbefore
1008,923855.9856726716,PNbefore
1010,922860.7811435992,PNbefore
1012,921866.835091727,PNbefore
1013,924660.8945120428,PNbefore
1014,927027.7796365112,PNbefore
1018,923662.6258397662,PNbefore
1019,923414.8356253792,PNbefore
1020,922452.4203955892,PNbefore
1024,921695.05723658,PNbefore
1026,923486.6323447396,PNbefore
1029,924915.133721858,PNbefore
1031,918758.7135140916,PNbefore
1036,922209.698961538,PNbefore
1037,924474.7485191023,PNbefore
1038,928826.266906354,PNbefore
1039,932494.8695371512,PNbefore
1040,928423.810152638,PNbefore
1054,936596.31786184,PNbefore
1055,934864.3813492124,PNbefore
1056,935916.157492479,PNbefore
1057,937989.786534721,PNbefore
1058,938547.5116507187,PNbefore
1059,935312.904451199,PNbefore
1060,936973.9530243372,PNbefore
1062,936885.4459744236,PNbefore
1063,936547.0835420612,PNbefore
1066,935212.892427049,PNbefore
1068,935406.1167283092,PNbefore
1069,936011.7666899356,PNbefore
1070,934724.9588212862,PNbefore
1071,932847.4951291004,PNbefore
1073,930154.874850928,PNbefore
1076,931551.3266380316,PNbefore
1077,933131.145267942,PNbefore
1081,934083.7876896668,PNbefore
1082,934476.6445148324,PNbefore
1083,927868.204738618,PNbefore
1085,930048.770029944,PNbefore
1086,935160.6219262076,PNbefore
1087,936214.431700434,PNbefore
1089,934937.5153278812,PNbefore
1091,937808.748552696,PNbefore
1093,936546.6276929156,PNbefore
1096,938273.8277987974,PNbefore
1097,937593.970911444,PNbefore
1098,937941.7772303072,PNbefore
1099,937812.4051940356,PNbefore
1100,935938.919815453,PNbefore
1101,936347.4640759766,PNbefore
1102,936253.152977756,PNbefore
1103,933571.2119876238,PNbefore
1104,937936.747968526,PNbefore
1106,938723.3393233408,PNbefore
1107,935487.06733734,PNbefore
1110,935795.9907808686,PNbefore
1111,936846.6723801558,PNbefore
1112,935658.5651796948,PNbefore
1113,933345.6938653648,PNbefore
1117,937838.002481866,PNbefore
1119,935432.9471194583,PNbefore
1120,939383.7388593304,PNbefore
1121,937658.8508055751,PNbefore
1122,936010.8560340168,PNbefore
1123,937453.733092394,PNbefore
1127,939237.005001401,PNbefore
1129,939546.5753858368,PNbefore
1130,938960.1697261898,PNbefore
1131,938291.2143311694,PNbefore
1132,937544.1748300098,PNbefore
1133,939195.2859316344,PNbefore
1139,939166.4056697156,PNbefore
1140,935985.3583876973,PNbefore
1141,937249.618166851,PNbefore
1145,934973.8594486696,PNbefore
1146,935958.0410224132,PNbefore
1148,937858.1156168876,PNbefore
1149,936840.2864489278,PNbefore
1150,936677.474612311,PNbefore
1151,936603.6122753952,PNbefore
1152,937052.8935205544,PNbefore
1153,929873.0309869827,PNbefore
1156,939002.7843955772,PNbefore
1157,938897.400323124,PNbefore
1159,936853.0583984432,PNbefore
1166,936326.0487777344,PNbefore
1167,936336.52848214,PNbefore
1168,937780.4105491352,PNbefore
1169,938509.0581270744,PNbefore
1170,938049.2334357116,PNbefore
1173,932814.0294560804,PNbefore
1174,936685.6822577678,PNbefore
1176,935868.3602178989,PNbefore
1177,937274.2716253368,PNbefore
1180,936909.624075395,PNbefore
1183,931568.013904684,PNbefore
1184,935674.0349197905,PNbefore
1185,934405.397681354,PNbefore
1189,935516.6314454732,PNbefore
1190,935586.683098814,PNbefore
1191,939034.86250474,PNbefore
1193,935806.0034949032,PNbefore
1194,936166.1484771908,PNbefore
1197,934992.0325686964,PNbefore
1198,937333.627863791,PNbefore
1200,935531.6416309304,PNbefore
1202,938249.1217296028,PNbefore
1203,935765.4988352448,PNbefore
1204,934381.348655253,PNbefore
1205,936421.7417432969,PNbefore
1206,936665.1634138183,PNbefore
1209,933211.2499759924,PNbefore
1210,938883.1981918592,PNbefore
1213,934790.8046697144,PNbefore
1214,937237.7484456862,PNbefore
1216,936712.5861041103,PNbefore
1217,936594.4942762044,PNbefore
1220,936551.1862043388,PNbefore
1222,940149.7913933932,PNbefore
1223,937691.7510840632,PNbefore
1224,935199.7106193528,PNbefore
1226,936672.9148714314,PNbefore
1227,939874.7133246972,PNbefore
1228,936295.5222801064,PNbefore
1229,937023.6885498414,PNbefore
1230,934903.89953166,PNbefore
1231,937836.1740578236,PNbefore
1237,937145.0836514144,PNbefore
1238,939103.1503495992,PNbefore
1239,939536.4824672982,PNbefore
1244,936546.171844214,PNbefore
1246,936115.1376520464,PNbefore
1247,938077.5876885154,PNbefore
1248,937883.7154001156,PNbefore
1251,938416.1417857236,PNbefore
1252,936191.6559745828,PNbefore
1254,934094.6707264028,PNbefore
1256,937350.5229368032,PNbefore
1259,937193.011429579,PNbefore
1261,938741.6584946044,PNbefore
1265,936509.2495730298,PNbefore
1266,938287.5539550172,PNbefore
1267,936278.2096287286,PNbefore
1269,932231.026901845,PNbefore
1270,936594.4942762044,PNbefore
1272,938520.5022988112,PNbefore
1273,935911.6051607444,PNbefore
1276,936498.766002017,PNbefore
1277,934073.811795432,PNbefore
1279,936679.7544993984,PNbefore
1281,936417.6402150288,PNbefore
1282,932438.3838089752,PNbefore
1283,926983.5654028076,PNbefore
1286,934287.8868373444,PNbefore
1287,929568.9032485592,PNbefore
1290,938371.292205474,PNbefore
1291,936740.4035702498,PNbefore
1293,936247.6862503143,PNbefore
1294,938375.410865703,PNbefore
1301,937108.570539123,PNbefore
1303,935608.9744613604,PNbefore
1305,934456.2223371587,PNbefore
1308,935761.8581387138,PNbefore
1311,935707.251090036,PNbefore
1312,937801.892427042,PNbefore
1313,935170.1665381148,PNbefore
1318,937817.4331224378,PNbefore
1319,936231.7419932444,PNbefore
1320,936010.8560340168,PNbefore
1321,936720.7943649108,PNbefore
1322,938305.8561213736,PNbefore
1324,933826.296487836,PNbefore
1326,935078.8189583116,PNbefore
1328,938181.4154683898,PNbefore
1332,935516.1765988874,PNbefore
1334,933548.564684352,PNbefore
1339,937384.7715750284,PNbefore
1344,936501.0450192274,PNbefore
1347,936682.0343975846,PNbefore
1349,937388.4249108232,PNbefore
1350,936552.5537664188,PNbefore
1351,938839.2201236011,PNbefore
1352,935604.8800498304,PNbefore
1356,936461.8474685076,PNbefore
1358,935226.0746063502,PNbefore
1359,936684.3143068694,PNbefore
1360,936310.5574704784,PNbefore
1361,937266.9667616852,PNbefore
1362,935342.912229754,PNbefore
1363,936330.149503695,PNbefore
1364,937798.6929360436,PNbefore
1365,934578.768794227,PNbefore
1368,935794.625427374,PNbefore
1369,938832.3489225956,PNbefore
1373,933919.6659732368,PNbefore
1374,935966.6913488966,PNbefore
1375,935207.4378408644,PNbefore
1379,936101.930398003,PNbefore
1380,938015.8507867964,PNbefore
1381,935837.4083969984,PNbefore
1382,939380.9871777346,PNbefore
1383,934102.8331703792,PNbefore
1385,935209.2560291896,PNbefore
1386,933800.4645393736,PNbefore
1387,933965.9043776589,PNbefore
1388,937078.9057303598,PNbefore
1389,935503.4410740556,PNbefore
1390,936499.2218045716,PNbefore
1391,935846.9668290656,PNbefore
1394,935486.612519502,PNbefore
1395,938488.9170626736,PNbefore
1397,941311.5768214152,PNbefore
1399,938769.5966074142,PNbefore
1403,940255.456811866,PNbefore
1404,939245.7160441217,PNbefore
1405,939396.5802532664,PNbefore
1407,939445.6559574372,PNbefore
1410,940463.1815499364,PNbefore
1412,940286.7015719292,PNbefore
1414,937710.9439794148,PNbefore
1415,933284.578204698,PNbefore
1416,938081.2464266388,PNbefore
1417,941138.0006182475,PNbefore
1418,939191.1600711856,PNbefore
1419,940323.4627718192,PNbefore
1420,938592.3780778165,PNbefore
1422,940366.2012798572,PNbefore
1423,939699.830880482,PNbefore
1425,938735.2467033318,PNbefore
1426,939418.136239516,PNbefore
1427,936107.8508451092,PNbefore
1429,936373.8928156738,PNbefore
1430,938659.6857620376,PNbefore
1431,933126.6199886424,PNbefore
1433,932759.3137310316,PNbefore
1435,934679.5532957838,PNbefore
1436,938005.7907283864,PNbefore
1437,939618.6084186202,PNbefore
1439,935046.1017782028,PNbefore
1440,932849.7564098276,PNbefore
1441,932495.32145057,PNbefore
1442,933295.4426260678,PNbefore
1443,933748.804929666,PNbefore
1444,933332.1119157232,PNbefore
1445,933442.5899076476,PNbefore
1446,934910.7133490696,PNbefore
1448,934936.6067610636,PNbefore
1451,932442.450552784,PNbefore
1453,936512.8960875312,PNbefore
1455,935261.0773685374,PNbefore
1456,933387.3476425746,PNbefore
1459,940554.6646853292,PNbefore
1460,932137.09160704,PNbefore
1461,932123.0932561338,PNbefore
1462,933697.6041149468,PNbefore
1463,932088.3249777897,PNbefore
1465,940839.801660134,PNbefore
1466,939583.2787358188,PNbefore
1469,932253.610324171,PNbefore
1470,933578.4593567431,PNbefore
1473,932401.7847109288,PNbefore
1475,941132.0163736776,PNbefore
1476,937941.7772303072,PNbefore
1480,934233.4516774633,PNbefore
1482,937829.3175311608,PNbefore
1483,937680.784068038,PNbefore
1484,938444.5182241524,PNbefore
1489,935977.1630106808,PNbefore
1490,934908.8963213824,PNbefore
1491,933641.4256112851,PNbefore
1492,934032.55013274,PNbefore
1494,937104.0066001425,PNbefore
1497,938216.1823278584,PNbefore
1499,935192.4380569296,PNbefore
1500,935826.0295657832,PNbefore
1501,934858.9308276084,PNbefore
1502,936210.7875098285,PNbefore
1506,937148.2786841172,PNbefore
1511,939974.3473841718,PNbefore
1512,938803.9490254304,PNbefore
1514,937129.1088146796,PNbefore
1517,936933.3471986396,PNbefore
1518,937887.8297813432,PNbefore
1519,939391.5353780644,PNbefore
1530,939311.2832873802,PNbefore
1533,939740.2178958148,PNbefore
1535,938862.1248533748,PNbefore
1537,938615.2707646844,PNbefore
1538,937736.0787209934,PNbefore
1539,938551.6318580064,PNbefore
1540,940437.4407605825,PNbefore
1541,937721.9117009498,PNbefore
